metabolite,name,hmdb,kegg.compound,pubchem.compound,inchi,chebi
MGlcn109_rl,released mucin-type O-glycan No 109,,,,,
MGlcn110,mucin-type O-glycan No 110,,,,,
MGlcn110_rl,released mucin-type O-glycan No 110,,,,,
MGlcn111,mucin-type O-glycan No 111,,,,,
MGlcn111_rl,released mucin-type O-glycan No 111,,,,,
MGlcn112,mucin-type O-glycan No 112,,,,,
MGlcn112_rl,released mucin-type O-glycan No 112,,,,,
MGlcn113,mucin-type O-glycan No 113,,,,,
MGlcn113_rl,released mucin-type O-glycan No 113,,,,,
MGlcn114,mucin-type O-glycan No 114,,,,,
MGlcn114_rl,released mucin-type O-glycan No 114,,,,,
MGlcn115,mucin-type O-glycan No 115,,,,,
MGlcn115_rl,released mucin-type O-glycan No 115,,,,,
MGlcn117,mucin-type O-glycan No 117,,,,,
MGlcn117_rl,released mucin-type O-glycan No 117,,,,,
MGlcn120,mucin-type O-glycan No 120,,,,,
MGlcn120_rl,released mucin-type O-glycan No 120,,,,,
MGlcn126,mucin-type O-glycan No 126,,,,,
MGlcn126_rl,released mucin-type O-glycan No 126,,,,,
MGlcn12,mucin-type O-glycan No 12,,,,,
MGlcn12_rl,released mucin-type O-glycan No 12,,,,,
MGlcn130,mucin-type O-glycan No 130,,,,,
MGlcn130_rl,released mucin-type O-glycan No 130,,,,,
MGlcn131,mucin-type O-glycan No 131,,,,,
MGlcn131_rl,released mucin-type O-glycan No 131,,,,,
MGlcn137,mucin-type O-glycan No 137,,,,,
MGlcn137_rl,released mucin-type O-glycan No 137,,,,,
MGlcn138,mucin-type O-glycan No 138,,,,,
MGlcn138_rl,released mucin-type O-glycan No 138,,,,,
MGlcn139,mucin-type O-glycan No 139,,,,,
MGlcn139_rl,released mucin-type O-glycan No 139,,,,,
MGlcn13,mucin-type O-glycan No 13,,,,,
MGlcn13_rl,released mucin-type O-glycan No 13,,,,,
MGlcn140,mucin-type O-glycan No 140,,,,,
MGlcn140_rl,released mucin-type O-glycan No 140,,,,,
MGlcn141,mucin-type O-glycan No 141,,,,,
MGlcn141_rl,released mucin-type O-glycan No 141,,,,,
MGlcn142,mucin-type O-glycan No 142,,,,,
MGlcn142_rl,released mucin-type O-glycan No 142,,,,,
MGlcn143,mucin-type O-glycan No 143,,,,,
MGlcn143_rl,released mucin-type O-glycan No 143,,,,,
MGlcn144,mucin-type O-glycan No 144,,,,,
MGlcn144_rl,released mucin-type O-glycan No 144,,,,,
MGlcn145,mucin-type O-glycan No 145,,,,,
MGlcn145_rl,released mucin-type O-glycan No 145,,,,,
MGlcn146,mucin-type O-glycan No 146,,,,,
MGlcn146_rl,released mucin-type O-glycan No 146,,,,,
MGlcn147,mucin-type O-glycan No 147,,,,,
MGlcn147_rl,released mucin-type O-glycan No 147,,,,,
MGlcn148,mucin-type O-glycan No 148,,,,,
MGlcn148_rl,released mucin-type O-glycan No 148,,,,,
MGlcn149,mucin-type O-glycan No 149,,,,,
MGlcn149_rl,released mucin-type O-glycan No 149,,,,,
MGlcn14,mucin-type O-glycan No 14,,,,,
MGlcn14_rl,released mucin-type O-glycan No 14,,,,,
MGlcn150,mucin-type O-glycan No 150,,,,,
MGlcn150_rl,released mucin-type O-glycan No 150,,,,,
MGlcn151,mucin-type O-glycan No 151,,,,,
MGlcn151_rl,released mucin-type O-glycan No 151,,,,,
MGlcn152,mucin-type O-glycan No 152,,,,,
MGlcn152_rl,released mucin-type O-glycan No 152,,,,,
MGlcn153,mucin-type O-glycan No 153,,,,,
MGlcn153_rl,released mucin-type O-glycan No 153,,,,,
MGlcn154,mucin-type O-glycan No 154,,,,,
MGlcn154_rl,released mucin-type O-glycan No 154,,,,,
MGlcn155,mucin-type O-glycan No 155,,,,,
MGlcn155_rl,released mucin-type O-glycan No 155,,,,,
MGlcn156,mucin-type O-glycan No 156,,,,,
MGlcn156_rl,released mucin-type O-glycan No 156,,,,,
MGlcn157,mucin-type O-glycan No 157,,,,,
MGlcn157_rl,released mucin-type O-glycan No 157,,,,,
MGlcn158,mucin-type O-glycan No 158,,,,,
MGlcn158_rl,released mucin-type O-glycan No 158,,,,,
MGlcn159,mucin-type O-glycan No 159,,,,,
MGlcn159_rl,released mucin-type O-glycan No 159,,,,,
MGlcn160,mucin-type O-glycan No 160,,,,,
MGlcn160_rl,released mucin-type O-glycan No 160,,,,,
MGlcn161,mucin-type O-glycan No 161,,,,,
MGlcn161_rl,released mucin-type O-glycan No 161,,,,,
MGlcn163,mucin-type O-glycan No 163,,,,,
MGlcn163_rl,released mucin-type O-glycan No 163,,,,,
MGlcn164,mucin-type O-glycan No 164,,,,,
MGlcn164_rl,released mucin-type O-glycan No 164,,,,,
MGlcn165,mucin-type O-glycan No 165,,,,,
MGlcn165_rl,released mucin-type O-glycan No 165,,,,,
MGlcn166,mucin-type O-glycan No 166,,,,,
MGlcn166_rl,released mucin-type O-glycan No 166,,,,,
MGlcn167,mucin-type O-glycan No 167,,,,,
MGlcn167_rl,released mucin-type O-glycan No 167,,,,,
MGlcn168,mucin-type O-glycan No 168,,,,,
MGlcn168_rl,released mucin-type O-glycan No 168,,,,,
MGlcn169,mucin-type O-glycan No 169,,,,,
MGlcn169_rl,released mucin-type O-glycan No 169,,,,,
MGlcn16,mucin-type O-glycan No 16,,,,,
MGlcn16_rl,released mucin-type O-glycan No 16,,,,,
MGlcn170,mucin-type O-glycan No 170,,,,,
MGlcn170_rl,released mucin-type O-glycan No 170,,,,,
MGlcn171,mucin-type O-glycan No 171,,,,,
MGlcn171_rl,released mucin-type O-glycan No 171,,,,,
MGlcn172,mucin-type O-glycan No 172,,,,,
MGlcn172_rl,released mucin-type O-glycan No 172,,,,,
MGlcn173,mucin-type O-glycan No 173,,,,,
MGlcn173_rl,released mucin-type O-glycan No 173,,,,,
MGlcn174,mucin-type O-glycan No 174,,,,,
MGlcn174_rl,released mucin-type O-glycan No 174,,,,,
MGlcn175,mucin-type O-glycan No 175,,,,,
MGlcn175_rl,released mucin-type O-glycan No 175,,,,,
MGlcn176,mucin-type O-glycan No 176,,,,,
MGlcn176_rl,released mucin-type O-glycan No 176,,,,,
MGlcn177,mucin-type O-glycan No 177,,,,,
MGlcn177_rl,released mucin-type O-glycan No 177,,,,,
MGlcn178,mucin-type O-glycan No 178,,,,,
MGlcn178_rl,released mucin-type O-glycan No 178,,,,,
MGlcn179,mucin-type O-glycan No 179,,,,,
MGlcn179_rl,released mucin-type O-glycan No 179,,,,,
MGlcn180,mucin-type O-glycan No 180,,,,,
MGlcn180_rl,released mucin-type O-glycan No 180,,,,,
MGlcn181,mucin-type O-glycan No 181,,,,,
MGlcn181_rl,released mucin-type O-glycan No 181,,,,,
MGlcn182,mucin-type O-glycan No 182,,,,,
MGlcn182_rl,released mucin-type O-glycan No 182,,,,,
MGlcn18,mucin-type O-glycan No 18,,,,,
MGlcn18_rl,released mucin-type O-glycan No 18,,,,,
MGlcn195,mucin-type O-glycan No 195,,,,,
MGlcn195_rl,released mucin-type O-glycan No 195,,,,,
MGlcn196,mucin-type O-glycan No 196,,,,,
MGlcn196_rl,released mucin-type O-glycan No 196,,,,,
MGlcn21,mucin-type O-glycan No 21,,,,,
MGlcn21_rl,released mucin-type O-glycan No 21,,,,,
MGlcn22,mucin-type O-glycan No 22,,,,,
MGlcn22_rl,released mucin-type O-glycan No 22,,,,,
MGlcn23,mucin-type O-glycan No 23,,,,,
MGlcn23_rl,released mucin-type O-glycan No 23,,,,,
MGlcn25,mucin-type O-glycan No 25,,,,,
MGlcn25_rl,released mucin-type O-glycan No 25,,,,,
MGlcn26,mucin-type O-glycan No 26,,,,,
MGlcn26_rl,released mucin-type O-glycan No 26,,,,,
MGlcn27,mucin-type O-glycan No 27,,,,,
MGlcn27_rl,released mucin-type O-glycan No 27,,,,,
MGlcn28,mucin-type O-glycan No 28,,,,,
MGlcn28_rl,released mucin-type O-glycan No 28,,,,,
MGlcn29,mucin-type O-glycan No 29,,,,,
MGlcn29_rl,released mucin-type O-glycan No 29,,,,,
MGlcn2,mucin-type O-glycan No 2,,,,,
MGlcn2_rl,released mucin-type O-glycan No 2,,,,,
MGlcn30,mucin-type O-glycan No 30,,,,,
MGlcn30_rl,released mucin-type O-glycan No 30,,,,,
MGlcn31,mucin-type O-glycan No 31,,,,,
MGlcn31_rl,released mucin-type O-glycan No 31,,,,,
MGlcn32,mucin-type O-glycan No 32,,,,,
MGlcn32_rl,released mucin-type O-glycan No 32,,,,,
MGlcn34,mucin-type O-glycan No 34,,,,,
MGlcn34_rl,released mucin-type O-glycan No 34,,,,,
MGlcn35,mucin-type O-glycan No 35,,,,,
MGlcn35_rl,released mucin-type O-glycan No 35,,,,,
MGlcn36,mucin-type O-glycan No 36,,,,,
MGlcn36_rl,released mucin-type O-glycan No 36,,,,,
MGlcn39,mucin-type O-glycan No 39,,,,,
MGlcn39_rl,released mucin-type O-glycan No 39,,,,,
MGlcn3,mucin-type O-glycan No 3,,,,,
MGlcn3_rl,released mucin-type O-glycan No 3,,,,,
MGlcn42,mucin-type O-glycan No 42,,,,,
MGlcn42_rl,released mucin-type O-glycan No 42,,,,,
MGlcn45,mucin-type O-glycan No 45,,,,,
MGlcn45_rl,released mucin-type O-glycan No 45,,,,,
MGlcn46,mucin-type O-glycan No 46,,,,,
MGlcn46_rl,released mucin-type O-glycan No 46,,,,,
MGlcn48,mucin-type O-glycan No 48,,,,,
MGlcn48_rl,released mucin-type O-glycan No 48,,,,,
MGlcn4,mucin-type O-glycan No 4,,,,,
MGlcn4_rl,released mucin-type O-glycan No 4,,,,,
MGlcn51,mucin-type O-glycan No 51,,,,,
MGlcn51_rl,released mucin-type O-glycan No 51,,,,,
MGlcn53,mucin-type O-glycan No 53,,,,,
MGlcn53_rl,released mucin-type O-glycan No 53,,,,,
MGlcn55,mucin-type O-glycan No 55,,,,,
MGlcn55_rl,released mucin-type O-glycan No 55,,,,,
MGlcn56,mucin-type O-glycan No 56,,,,,
MGlcn56_rl,released mucin-type O-glycan No 56,,,,,
MGlcn57,mucin-type O-glycan No 57,,,,,
MGlcn57_rl,released mucin-type O-glycan No 57,,,,,
MGlcn58,mucin-type O-glycan No 58,,,,,
MGlcn58_rl,released mucin-type O-glycan No 58,,,,,
MGlcn5,mucin-type O-glycan No 5,,,,,
MGlcn5_rl,released mucin-type O-glycan No 5,,,,,
MGlcn61,mucin-type O-glycan No 61,,,,,
MGlcn61_rl,released mucin-type O-glycan No 61,,,,,
MGlcn64,mucin-type O-glycan No 64,,,,,
MGlcn64_rl,released mucin-type O-glycan No 64,,,,,
MGlcn65,mucin-type O-glycan No 65,,,,,
MGlcn65_rl,released mucin-type O-glycan No 65,,,,,
MGlcn66,mucin-type O-glycan No 66,,,,,
MGlcn66_rl,released mucin-type O-glycan No 66,,,,,
MGlcn68,mucin-type O-glycan No 68,,,,,
MGlcn68_rl,released mucin-type O-glycan No 68,,,,,
MGlcn69,mucin-type O-glycan No 69,,,,,
MGlcn69_rl,released mucin-type O-glycan No 69,,,,,
MGlcn6,mucin-type O-glycan No 6,,,,,
MGlcn6_rl,released mucin-type O-glycan No 6,,,,,
MGlcn70,mucin-type O-glycan No 70,,,,,
MGlcn70_rl,released mucin-type O-glycan No 70,,,,,
MGlcn71,mucin-type O-glycan No 71,,,,,
MGlcn71_rl,released mucin-type O-glycan No 71,,,,,
MGlcn72,mucin-type O-glycan No 72,,,,,
MGlcn72_rl,released mucin-type O-glycan No 72,,,,,
MGlcn74,mucin-type O-glycan No 74,,,,,
MGlcn74_rl,released mucin-type O-glycan No 74,,,,,
MGlcn75,mucin-type O-glycan No 75,,,,,
MGlcn75_rl,released mucin-type O-glycan No 75,,,,,
MGlcn77,mucin-type O-glycan No 77,,,,,
MGlcn77_rl,released mucin-type O-glycan No 77,,,,,
MGlcn78,mucin-type O-glycan No 78,,,,,
MGlcn78_rl,released mucin-type O-glycan No 78,,,,,
MGlcn79,mucin-type O-glycan No 79,,,,,
MGlcn79_rl,released mucin-type O-glycan No 79,,,,,
MGlcn80,mucin-type O-glycan No 80,,,,,
MGlcn80_rl,released mucin-type O-glycan No 80,,,,,
MGlcn81,mucin-type O-glycan No 81,,,,,
MGlcn81_rl,released mucin-type O-glycan No 81,,,,,
MGlcn82,mucin-type O-glycan No 82,,,,,
MGlcn82_rl,released mucin-type O-glycan No 82,,,,,
MGlcn83,mucin-type O-glycan No 83,,,,,
MGlcn83_rl,released mucin-type O-glycan No 83,,,,,
MGlcn84,mucin-type O-glycan No 84,,,,,
MGlcn84_rl,released mucin-type O-glycan No 84,,,,,
MGlcn85,mucin-type O-glycan No 85,,,,,
MGlcn85_rl,released mucin-type O-glycan No 85,,,,,
MGlcn90,mucin-type O-glycan No 90,,,,,
MGlcn90_rl,released mucin-type O-glycan No 90,,,,,
MGlcn91,mucin-type O-glycan No 91,,,,,
MGlcn91_rl,released mucin-type O-glycan No 91,,,,,
MGlcn92,mucin-type O-glycan No 92,,,,,
MGlcn92_rl,released mucin-type O-glycan No 92,,,,,
MGlcn93,mucin-type O-glycan No 93,,,,,
MGlcn93_rl,released mucin-type O-glycan No 93,,,,,
MGlcn94,mucin-type O-glycan No 94,,,,,
MGlcn94_rl,released mucin-type O-glycan No 94,,,,,
MGlcn95,mucin-type O-glycan No 95,,,,,
MGlcn95_rl,released mucin-type O-glycan No 95,,,,,
MGlcn96,mucin-type O-glycan No 96,,,,,
MGlcn96_rl,released mucin-type O-glycan No 96,,,,,
MGlcn97,mucin-type O-glycan No 97,,,,,
MGlcn97_rl,released mucin-type O-glycan No 97,,,,,
MGlcn98,mucin-type O-glycan No 98,,,,,
MGlcn98_rl,released mucin-type O-glycan No 98,,,,,
MGlcn99,mucin-type O-glycan No 99,,,,,
MGlcn99_rl,released mucin-type O-glycan No 99,,,,,
T_antigen,T antigen (core 1),,,,,
Tn_antigen,Tn antigen,,C04383,,,
acbdma14gapuc,"N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol",,,,,
acgal,N-acetyl-D-galactosamine,HMDB00212,C01132,35717,,
acgam,N-acetyl-D-glucosamine,HMDB00215,C00140,439174,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6+,7+,8+/m0/s1",
achms,O-Acetyl-L-homoserine,,,,,
acmana,N-acetyl-D-mannosamine,HMDB01129,C00645,439281,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6-,7-,8-/m0/s1",
acnam2a6agal,"Alpha-2,6-N-acetylneuraminate-N-acetylgalactosamine",,,,,
adcobdam,Adenosyl cobyrinate diamide,,C06506,,,
adhlam,S-Acetyldihydrolipoamide,,,,,
adpglc,ADP alpha-D-glucoside(2-),HMDB06557,C00498,16500,,
adprib,ADPribose,HMDB01178,C00301,445794,,
agam1b3agal,"Beta-1,3-N-acetylglucosamine-N-acetylgalactosamine",,,,,
agam1b6agal,"Beta-1,6-N-acetylglucosamine-N-acetylgalactosamine",,,,,
ai15tca1,"Anteisopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,
ai17tca1,"Anteisoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,
alltn,Allantoin,HMDB00462,C01551,204,"InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)",
alltn_R,(R)-Allantoin,,,,,
arab_L,L-arabinose,HMDB00646,C00259,,,
b2coa,crotonoyl-CoA(4-),HMDB02009,C00877,5280381,,
btal,Butanal,,,,,
btoh,butanol,,C06142,,,
cala,N-carbamoyl-beta-alaninate,HMDB00026,C02642,,"InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)/p-1",
cbl1,Cob(I)alamin,HMDB03429,C00853,,,
cbmt,Carbamate,,,,,
cdpglyc,CDPglycerol,,,,,
cellb,cellobiose,,,,,
cellul,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587",,,,,
clpn140,"cardiolipin (tetratetradecanoyl, n-C14:0)",,,,,
clpn160,"cardiolipin (tetrahexadecanoyl, n-C16:0)",,,,,
clpnai15,"cardiolipin (12-methyl-tetradecanoyl, anteiso-C15)",,,,,
clpni14,"cardiolipin (12-methyl-tridecanoyl, iso-C14)",,,,,
clpni15,"cardiolipin (13-methyl-tetradecanoyl, iso-C15)",,,,,
clpni16,"cardiolipin (14-methyl-pentadecanoyl, iso-C16)",,,,,
co1dam,"Cob(I)yrinate a,c diamide",,C06505,,,
cob,Coenzyme B,,,,,
comSScob,CoM-S-S-CoB,,,,,
com,Coenzyme M,,C03576,,"InChI=1S/C2H6O3S2/c3-7(4,5)2-1-6/h6H,1-2H2,(H,3,4,5)/p-1",
core2,Core 2,,,,,
core2_rl,released Core 2,,,,,
core3,Core 3,,,,,
core6,Core 6,,,,,
core8,Core 8,,,,,
cro4,chromate,,,,,
csn,cytosine,HMDB00630,C00380,597,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",
dc2coa,trans-Dec-2-enoyl-CoA,HMDB03948,C05275,24883423,,
dcmp,dCMP,HMDB01202,C00239,13945,,
dcyt,Deoxycytidine,HMDB00014,C00881,13711,"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",
dd2coa,trans-Dodec-2-enoyl-CoA,HMDB03712,C03221,45266564,,
dha,glycerone,HMDB01882,C00184,670,"InChI=1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2",
dhlam,dihydrolipoamide,HMDB00985,C00579,663,"InChI=1S/C8H17NOS2/c9-8(10)4-2-1-3-7(12)5-6-11/h7,11-12H,1-6H2,(H2,9,10)",
dhmphze,Dihydromethanophenazine,,,,,
diglcpg140,"Diglucosyl-1,2 dimyristoylglycerol",,,,,
diglcpg160,"Diglucosyl-1,2 dipalmitoylglycerol",,,,,
diglcpg180,"Diglucosyl-1,2 distearoylglycerol",,,,,
diglcpgai15,"Diglucosyl-1,2 dianteisopentadecanoylglycerol",,,,,
diglcpgai17,"Diglucosyl-1,2 dianteisoheptadecanoylglycerol",,,,,
diglcpgi14,"Diglucosyl-1,2 diisotetradecanoylglycerol",,,,,
diglcpgi15,"Diglucosyl-1,2 diisopentadecanoylglycerol",,,,,
diglcpgi16,"Diglucosyl-1,2 diisohexadecanoylglycerol",,,,,
diglcpgi17,"Diglucosyl-1,2 diisoheptadecanoylglycerol",,,,,
din,Deoxyinosine,HMDB00071,C05512,65058,"InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1",
f1a,F1alpha,,,,,
f1a_rl,released F1alpha antigen,,,,,
fmnh2,Reduced FMN,,,,,
fru,D-Fructose,HMDB00660,C02336,439709,,
gal1a3acgal,"Alpha-1,3-Galactose-N-acetylgalactosamine",,,,,
gal1b3acgal,"Beta-1,3-Galactose-N-acetylgalactosamine",,,,,
gal1p,"(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate",HMDB00645,C00446,123912,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3+,4+,5-,6-/m1/s1",
gal,D-Galactose,HMDB00143,C00984,439357,,
gdpmann,GDP-alpha-D-mannose(2-),HMDB01163,C00096,18396,,
glc_D,D-glucose,HMDB00122,C00031,5793,,
glc_bD,beta D-glucose,,,,,
glyc45tca,"glycerol teichoic acid (n=45), linked, unsubstituted",,,,,
glyc45tcaala_D,"glycerol teichoic acid (n=45), linked, D-ala substituted",,,,,
glyc45tcaglc,"glycerol teichoic acid (n=45), linked, glucose substituted",,,,,
glycogen,glycogen,,,,,
glycogenb,glycogen(n-1),,,,,
hdd2coa,trans-Hexadec-2-enoyl-CoA,HMDB03945,C05272,46173176,,
hx2coa,trans-Hex-2-enoyl-CoA,HMDB03944,C05271,5280765,,
i14tca1,"Isotetradecanoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,
i15tca1,"Isopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,
i16tca1,"Isohexadecanoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,
i17tca1,"Isoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,
lcts,Lactose,HMDB00186,C00243,440995,,
lpam,lipoamide,HMDB00962,C00248,863,"InChI=1S/C8H15NOS2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H2,9,10)",
madg,alpha-Methyl-D-glucoside,,,,,
malt,Maltose,HMDB00163,C00208,439186,,
malthp,maltoheptaose,HMDB13000,,,,
malthx,Maltohexaose,HMDB12253,C01936,439606,,
maltpt,maltopentaose,HMDB12254,,13489094,,
malttr,maltotriose,HMDB01262,C01835,439586,,
maltttr,Maltotetraose,HMDB01296,C02052,439639,,
mantr,"mannotriose (beta-1,4)",,,,,
mbdg,beta-Methylglucoside,,,,,
melib,Melibiose,,,,,
meoh,methanol,HMDB01875,C00132,887,"InChI=1S/CH4O/c1-2/h2H,1H3",
mphze,Methanophenazine,,,,,
mthgxl,methylglyoxal,HMDB01167,C00546,880,"InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3",
myrstca1,"Myristoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,
oc2coa,trans-Oct-2-enoyl-CoA,,,,,
palmtca1,"Palmitoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,
pnp,"4-Hydroxynitrobenzene, p-Nitrophenol",,,,,
prl45tca,Prenol-45n teichoic acid,,,,,
prl45tcaala,Prenol-45n teichoic acid-alanine substituted,,,,,
prl45tcaglc,Prenol-45n teichoic acid-glucose substituted,,,,,
pyam5p,Pyridoxamine 5-phosphate,HMDB01555,C00647,1053,"InChI=1S/C8H13N2O5P/c1-5-8(11)7(2-9)6(3-10-5)4-15-16(12,13)14/h3,11H,2,4,9H2,1H3,(H2,12,13,14)/p-1",
pydam,Pyridoxamine,HMDB01431,C00534,1052,"InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3/p+1",
pydxn,Pyridoxine,HMDB00239,C00314,1054,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",
raffin,Raffinose,,,,,
rnam,N-Ribosylnicotinamide,HMDB00855,C03150,439924,"InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1/t7-,8-,9-,11-/m1/s1",
sTn_antigen,sialyl-Tn antigen,,,,,
sttca1,"Stearoyllipoteichoic acid (n=24), linked, unsubstituted",,,,,
stys,Stachyose,,,,,
suchms,O-Succinyl-L-homoserine,,,,,
sucr,Sucrose,HMDB00258,C00089,5988,,
tag6p_D,D-Tagatose 6-phosphate,,,,,
tagdp_D,"D-Tagatose 1,6-biphosphate",,,,,
td2coa,trans-Tetradec-2-enoyl-CoA,,,,,
teich_45_BS,"teichuronic acid (GlcA + GalNac, 45 repeating unit)",,,,,
thp2c,1-piperideine-6-carboxylate,HMDB12130,,45266761,"InChI=1S/C6H9NO2/c8-6(9)5-3-1-2-4-7-5/h4-5H,1-3H2,(H,8,9)/p-1",
thym,Thymine,HMDB00262,C00178,1135,"InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)",
urea,Urea,HMDB00294,C00086,1176,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",
xyl_D,aldehydo-D-xylose,,,644160,"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4+,5+/m0/s1",
xylan,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D",,,,,
xylu_D,D-xylulose,HMDB01644,C00310,5289590,"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h3,5-8,10H,1-2H2/t3-,5+/m1/s1",
12dhchol,12-Dehydrocholate,,,,,
12ppd_S,"(S)-propane-1,2-diol",HMDB06213,C02917,,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m0/s1",
23camp,"2,3-Cyclic AMP",,,,,
23ccmp,"2,3-Cyclic CMP",,,,,
23cgmp,"2,3-Cyclic GMP",,,,,
23cump,"2,3-cyclic UMP(1-)",HMDB11640,C02355,439715,,
2ddg6p,2-Dehydro-3-deoxy-D-gluconate 6-phosphate,,,,,
2ddglcn,2-Dehydro-3-deoxy-D-gluconate,,,,,
2dh3dglc,2-Dehydro-3-deoxy-D-glucarate,,,,,
2dr5p,2-deoxy-D-ribose 5-phosphate(2-),HMDB01031,C00673,45934311,"InChI=1S/C5H11O7P/c6-2-1-4(7)5(8)3-12-13(9,10)11/h2,4-5,7-8H,1,3H2,(H2,9,10,11)/p-2/t4-,5+/m0/s1",
2hb,2-Hydroxybutyrate,HMDB00008,C05984,,"InChI=1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)",
2ins,2-Inosose,,,,,
2maacoa,2-methylacetoacetyl-CoA(4-),HMDB01157,C03344,,,
2mop,2-methyl-3-oxopropanoate,HMDB01172,C00349,296,"InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h2-3H,1H3,(H,6,7)/p-1",
34dhmald,"3,4-Dihydroxymandelaldehyde",HMDB06242,C05577,151725,"InChI=1/C8H8O4/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-4,8,10-12H",
34dhoxpeg,"3,4-Dihydroxyphenylethyleneglycol",HMDB00318,C05576,91528,"InChI=1/C8H10O4/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8-12H,4H2",
35dacap,"(3S,5S)-3,5-Diaminocaproate",,,,,
36dahx,"(3S)-3,6-Diaminohexanoate",,C01142,,,
3amp,3-AMP(2-),HMDB03540,C01367,,,
3btcoa,3-Butenoyl-CoA,,,,,
3cmp,3-cmp,,,,,
3gmp,3-GMP,,,,,
3hadpcoa,(3S)-3-Hydroxyadipyl-CoA,,C14145,,,
3hbcoa_R,(R)-3-hydroxybutanoyl-CoA(4-),HMDB01166,C03561,11966146,,
3hmp,3-hydroxy-2-methylpropanoate,HMDB00023,C06001,,"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1",
3ocddec5eACP,3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein],,,,,
3ocmrs7eACP,3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein],,,,,
3ocpalm9eACP,3-oxo-cis-palm-9-eoyl-[acyl-carrier protein],,,,,
3ocvac11eACP,3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein],,,,,
3odcoa,3-Oxodecanoyl-CoA,HMDB03939,C05265,440606,,
3oddcoa,3-Oxododecanoyl-CoA,HMDB03937,C05263,440604,,
3ohcoa,3-Oxohexanoyl-CoA,,,,,
3ohdcoa,3-oxopalmitoyl-CoA(4-),HMDB06402,C05259,169621,,
3oocoa,3-Oxooctanoyl-CoA,,,,,
